51.20;31.75;76.57;68.25;76.57
51.30;35.15;77.58;64.85;77.58
51.40;38.55;75.45;61.45;75.45
51.50;41.95;74.77;58.05;74.77
51.60;38.15;76.23;61.85;76.23
51.70;34.35;73.48;65.65;73.48
51.80;30.55;73.68;69.45;73.68
51.90;26.75;73.15;73.25;73.15
52.00;22.95;74.66;77.05;74.66
52.10;26.95;78.42;73.05;78.42
52.20;30.95;76.13;69.05;76.13
52.30;34.95;77.52;65.05;77.52
52.40;38.95;76.88;61.05;76.88
52.50;42.95;77.70;57.05;77.70
52.60;47.35;80.54;52.65;80.54
52.70;51.75;78.79;48.25;78.79
52.80;56.15;78.82;43.85;78.82
52.90;60.55;79.39;39.45;79.39
53.00;64.95;82.55;35.05;82.55
53.10;61.35;83.67;38.65;83.67
53.20;57.75;80.36;42.25;80.36
53.30;54.15;81.74;45.85;81.74
53.40;50.55;84.01;49.45;84.01
53.50;46.95;83.11;53.05;83.11
53.60;50.35;83.90;49.65;83.90
53.70;53.75;80.94;46.25;80.94
53.80;57.15;81.68;42.85;81.68
53.90;60.55;81.51;39.45;81.51
54.00;63.95;81.01;36.05;81.01
54.10;67.35;84.71;32.65;84.71
54.20;70.75;83.90;29.25;83.90
54.30;74.15;82.74;25.85;82.74
54.40;77.55;82.61;22.45;82.61
54.50;80.95;82.79;19.05;82.79
54.60;77.95;87.17;22.05;87.17
54.70;74.95;85.59;25.05;85.59
54.80;71.95;85.50;28.05;85.50
54.90;68.95;86.27;31.05;86.27
55.00;65.95;85.22;34.05;85.22
55.10;70.75;85.76;29.25;85.76
55.20;75.55;84.00;24.45;84.00
55.30;80.35;82.48;19.65;82.48
55.40;85.15;84.71;14.85;84.71
55.50;89.95;82.53;10.05;82.53
55.60;86.75;82.24;13.25;82.24
55.70;83.55;80.83;16.45;80.83
55.80;80.35;81.56;19.65;81.56
55.90;77.15;81.17;22.85;81.17
56.00;73.95;80.97;26.05;80.97
56.10;68.45;82.66;31.55;82.66
56.20;62.95;82.97;37.05;82.97
56.30;57.45;81.83;42.55;81.83
56.40;51.95;83.08;48.05;83.08
56.50;48.15;82.05;51.85;82.05
56.60;44.35;82.55;55.65;82.55
56.70;40.55;82.78;59.45;82.78
56.80;36.75;84.00;63.25;84.00
56.90;32.95;84.24;67.05;84.24
57.00;28.55;83.57;71.45;83.57
57.10;24.15;80.78;75.85;80.78
57.20;19.75;81.36;80.25;81.36
57.30;15.35;80.33;84.65;80.33
57.40;10.95;82.59;89.05;82.59
57.50;14.75;83.81;85.25;83.81
57.60;18.55;75.84;81.45;75.84
57.70;22.35;70.35;77.65;70.35
57.80;26.15;64.57;73.85;64.57
57.90;29.95;59.04;70.05;59.04
58.00;34.35;50.37;65.65;50.37
58.10;38.75;40.52;61.25;40.52
58.20;43.15;34.38;56.85;34.38
58.30;47.55;26.51;52.45;26.51
58.40;51.95;17.89;48.05;17.89
58.50;48.55;11.48;51.45;11.48
58.60;45.15;0.12;54.85;0.12
58.70;41.75;0.00;58.25;0.00
58.80;38.35;0.00;61.65;0.00
58.90;34.95;0.00;65.05;0.00
59.00;31.35;0.00;68.65;0.00
59.10;27.75;0.00;72.25;0.00
59.20;24.15;0.00;75.85;0.00
59.30;20.55;0.00;79.45;0.00
59.40;16.95;0.00;83.05;0.00
